brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price,harddisk_gb,cpu_weight,normalized_price,normalized_rating,normalized_ram,normalized_harddisk,vfm_score,normalized_vfm_score
dell,Vostro 3510 Laptop,15.6 Inches,Black,256 GB,Intel Core i5,16.0,Windows 11 Pro,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,713.99,256.0,0.5,0.19627768055732686,1.0,0.22388059701492538,0.1143911439114391,0.6976792548782356,0.5797722177643125
dell,Vostro 3510 Laptop,15.6 Inches,Black,2000 GB,Intel Core i5,32.0,Windows 11 Pro,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,877.99,2000.0,0.5,0.24534710069665858,1.0,0.4626865671641791,0.9188191881918819,0.8562907715222864,0.7700588031927502
dell,Latitude 5520 Laptop,15.6 Inches,Black,1000 GB,Intel Core i5,8.0,Windows 11 Pro,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,931.3,1000.0,0.5,0.2612976542797547,1.0,0.1044776119402985,0.4575645756457564,0.7122706778789721,0.5972775800362284
dell,Vostro 3510 Laptop,15.6 Inches,Black,512 GB,Intel Core i5,12.0,Windows 11 Pro,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,732.99,512.0,0.5,0.20196255240273725,1.0,0.16417910447761194,0.23247232472324722,0.7023141591234621,0.5853327225830842
dell,Vostro 3510 Laptop,15.6 Inches,Black,128 GB,Intel Core i3,8.0,Windows 11 Pro,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,691.99,128.0,0.3,0.18969519736790433,1.0,0.1044776119402985,0.055350553505535055,0.5962590659403091,0.4580981939932974
dell,Latitude 3520 Laptop,15.6 Inches,Black,1000 GB,Intel Core i7,16.0,Windows 11 Pro,,Integrated,,1.1 GHz,5.0,1626.99,1000.0,0.7,0.46945073291836253,1.0,0.22388059701492538,0.4575645756457564,0.764520659166176,0.6599619975249928
dell,Latitude 5320 Laptop,13.3 Inches,Black,256 GB,Intel Core i5,8.0,Windows 10 Pro,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,739.99,256.0,0.5,0.20405697887209898,1.0,0.1044776119402985,0.1143911439114391,0.6722427982003557,0.5492560447332311
dell,Vostro 7620 Laptop,16 Inches,Black,4000 GB,Intel Core i7,40.0,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 3050,,1.1 GHz,5.0,1512.99,2176.0,0.7,0.43534150184590026,1.0,0.5820895522388059,1.0,0.9243496100785811,0.8517091415232636
dell,Latitude 5520 Laptop,15.6 Inches,Black,256 GB,Intel Core i7,8.0,Windows 11 Pro,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,2337.99,256.0,0.7,0.6821846214492457,1.0,0.1044776119402985,0.1143911439114391,0.6466172696849264,0.5185130418027246
lenovo,ThinkBook 15 G4,15.6 Inches,Mineral Grey,2 TB,Intel Core i7,16.0,Windows 10 Pro,"Fingerprint Reader, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,,1.1 GHz,5.0,1279.0,2048.0,0.7,0.3653308090507647,1.0,0.22388059701492538,0.940959409594096,0.8578538690319465,0.7719340547135614
msi,Raider GE76 12UE,17.3 Inches,Titanium Blue-Black-Dark Blue-Black,1 TB,Intel Core i9,16.0,Windows 10 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,,1.1 GHz,5.0,1999.0,1024.0,0.9,0.5807575316136845,1.0,0.22388059701492538,0.46863468634686345,0.8139198160322777,0.7192262746845721
dell,7520,15.6 Inches,Black,256 GB,Intel Core i7,16.0,Windows 10 Pro,TrackPoint,"Integrated, Dedicated",,1.1 GHz,5.0,439.99,256.0,0.7,0.11429584447088241,1.0,0.22388059701492538,0.1143911439114391,0.7840756220955245,0.6834221295679643
dell,Latitude 7420 Laptop,14 Inches,Black,1000 GB,Intel Core i7,16.0,Windows 10 Home,,Integrated,,1.1 GHz,5.0,1528.99,1000.0,0.7,0.4401287623472985,1.0,0.22388059701492538,0.4575645756457564,0.7703850532803888,0.6669975240441954
dell,Inspiron 3511 Laptop,15.6 Inches,Black,500 GB,Intel Core i5,8.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,604.99,500.0,0.5,0.16366446839155152,1.0,0.1044776119402985,0.2269372693726937,0.6972032191156534,0.5792011166127684
lenovo,ThinkPad E16 Gen 1,16 Inches,Graphite Black,1 TB,Intel Core i7,16.0,Windows 11 Home,"Fingerprint Reader, TrackPoint, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Integrated,,1.1 GHz,5.0,1309.0,1024.0,0.7,0.3743069224908864,1.0,0.22388059701492538,0.46863468634686345,0.7852099378568372,0.6847829706820572
acer,Aspire 3 A315,15.6 Inches,Pure Silver,512 GB,Intel Core i5,8.0,Windows 10 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Integrated,,1.1 GHz,5.0,709.0,512.0,0.5,0.1947846536884533,1.0,0.1044776119402985,0.23247232472324722,0.6918094403588562,0.5727301883731077
dell,Latitude 3420 Laptop,14 Inches,Black,1000 GB,Intel Core i7,64.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1158.77,1000.0,0.7,0.3293575384205705,1.0,0.9402985074626865,0.4575645756457564,0.9358228801552868,0.8654736488729666
dell,Latitude 5520 Laptop,15.6 Inches,Black,256 GB,Intel Core i5,4.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,844.58,256.0,0.5,0.23535070236217645,1.0,0.04477611940298507,0.1143911439114391,0.6540437549948777,0.5274226125657131
dell,G15 5530 Laptop,15.6 Inches,Gray,1000 GB,Intel Core i7,16.0,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4050,,1.1 GHz,5.0,1366.99,1000.0,0.7,0.39165774977064155,1.0,0.22388059701492538,0.4575645756457564,0.7800792557957201,0.6786276801269591
dell,Latitude 5320 Laptop,13.3 Inches,Black,256 GB,Intel Core i5,16.0,Windows 11 Pro,,Integrated,,1.1 GHz,5.0,899.99,256.0,0.5,0.2519295838860811,1.0,0.22388059701492538,0.1143911439114391,0.6865488742124847,0.5664190755952134
dell,Precision 7670 Laptop,16 Inches,Silver,2000 GB,Intel Core i9,64.0,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A1000,,1.1 GHz,5.0,2738.99,2000.0,0.9,0.8021653377655386,1.0,0.9402985074626865,0.9188191881918819,0.9804495121682119,0.9190123174676812
dell,Latitude 5520 Laptop,15.6 Inches,Black,256 GB,Intel Core i5,16.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1683.99,256.0,0.5,0.48650534845459364,1.0,0.22388059701492538,0.1143911439114391,0.6396337212987822,0.5101348634415919
dell,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Intel Core i7,64.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,2675.99,2000.0,0.7,0.7833154995412831,1.0,0.9402985074626865,0.9188191881918819,0.9142194798130631,0.8395560019596555
dell,Latitude 5420 Laptop,14 Inches,Black,256 GB,Intel Core i7,16.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,764.99,256.0,0.7,0.21153707340553368,1.0,0.22388059701492538,0.1143911439114391,0.7646273763085942,0.6600900263155063
dell,Latitude 5520 Laptop,15.6 Inches,Black,1000 GB,Intel Core i5,32.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,992.1,1000.0,0.5,0.279489244185068,1.0,0.4626865671641791,0.4575645756457564,0.7802741509426857,0.6788614962635005
dell,Latitude 5520 Laptop,15.6 Inches,Black,1000 GB,Intel Core i7,16.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1764.99,1000.0,0.7,0.5107408547429222,1.0,0.22388059701492538,0.4575645756457564,0.756262634801264,0.6500548275285645
hp,15-DY200,15.6 Inches,Natural Silver,512 GB,Intel Core i7,16.0,Windows 11 Pro,"HD Audio, Memory Card Slot, Numeric Keypad",Integrated,,1.1 GHz,5.0,899.0,512.0,0.7,0.2516333721425571,1.0,0.22388059701492538,0.23247232472324722,0.7743202936829607,0.6717186406118274
dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,512 GB,Intel Core i9,16.0,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,1.1 GHz,5.0,2604.99,512.0,0.9,0.7620720310663285,1.0,0.22388059701492538,0.23247232472324722,0.7422325618982065,0.6332229182036813
dell,Alienware X17 R2 Laptop,17.3 Inches,Lunar Light,2000 GB,Intel Core i7,64.0,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3060,,1.1 GHz,5.0,2921.99,2000.0,0.7,0.8569196297502807,1.0,0.9402985074626865,0.9188191881918819,0.8994986537712635,0.8218953945747178
dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,1000 GB,Intel Core i9,64.0,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,1.1 GHz,5.0,3178.99,1000.0,0.9,0.9338150015539896,1.0,0.9402985074626865,0.4575645756457564,0.8849313875286029,0.8044190132186053
dell,Vostro 7620 Laptop,16 Inches,Black,2000 GB,Intel Core i7,40.0,Windows 10 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,1.1 GHz,5.0,1365.99,2000.0,0.7,0.39135854598930414,1.0,0.5820895522388059,0.9188191881918819,0.9209690794786827,0.847653511526139
dell,Inspiron 5630 Laptop,16 Inches,Gray,1000 GB,Intel Core i7,16.0,Windows 11 Pro,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1084.99,1000.0,0.7,0.307282283433498,1.0,0.22388059701492538,0.4575645756457564,0.7969543490631489,0.6988727666413996
dell,Precision 5770 Laptop,17 Inches,Silver,512 GB,Intel Core i7,64.0,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A3000,,1.1 GHz,5.0,3331.99,512.0,0.7,0.97959318009861,1.0,0.9402985074626865,0.23247232472324722,0.7720119141813024,0.6689492726457591
dell,Alienware m18 Laptop,18 Inches,Black,1000 GB,Intel Core i9,64.0,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4080,,1.1 GHz,5.0,3002.99,1000.0,0.9,0.8811551360386092,1.0,0.9402985074626865,0.4575645756457564,0.895463360631679,0.8170542445183979
dell,Latitude 3420 Laptop,14 Inches,Black,256 GB,Intel Core i5,8.0,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce MX450,,1.1 GHz,5.0,813.99,256.0,0.5,0.2261980586910657,1.0,0.1044776119402985,0.1143911439114391,0.6678145822365623,0.5439435043003635
dell,Latitude 7320 Laptop,13.3 Inches,Black,512 GB,Intel Core i5,16.0,Windows 10 Home,,Integrated,,1.1 GHz,5.0,807.99,512.0,0.5,0.2244028360030414,1.0,0.22388059701492538,0.23247232472324722,0.7097664009108637,0.5942731934487284
dell,Latitude 5520 Laptop,15.6 Inches,Black,1000 GB,Intel Core i5,16.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1757.99,1000.0,0.5,0.5086464282735605,1.0,0.22388059701492538,0.4575645756457564,0.6866815200951364,0.5665782111524227
dell,Precision 3470 Laptop,14 Inches,Silver,256 GB,Intel Core i7,16.0,Windows 11 Pro,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1046.99,256.0,0.7,0.2959125397426772,1.0,0.22388059701492538,0.1143911439114391,0.7477522830411655,0.6398449398010657
dell,Latitude 7440 2-in-1,14 Inches,Black,512 GB,Intel Core i7,16.0,Windows 11 Pro,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,2401.99,512.0,0.7,0.7013336634548386,1.0,0.22388059701492538,0.23247232472324722,0.6843802354205044,0.5638173548659449
dell,Alienware m18 Laptop,18 Inches,Black,1000 GB,Intel Core i9,32.0,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,1.1 GHz,5.0,2790.04,1000.0,0.9,0.8174396908028123,1.0,0.4626865671641791,0.4575645756457564,0.8126840616191368,0.7177437373967381
msi,Stealth 15M B12UE,15.6 Inches,Core Black,2 TB,Intel Core i7,48.0,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,,1.1 GHz,5.0,1689.0,2048.0,0.7,0.488004359399094,1.0,0.7014925373134328,0.940959409594096,0.9288415470219822,0.8570981281555385
dell,Precision 3581 Laptop,15.6 Inches,Silver,512 GB,Intel Core i9,16.0,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX 2000 Ada,,1.1 GHz,5.0,2268.99,512.0,0.9,0.6615395605369659,1.0,0.22388059701492538,0.23247232472324722,0.762339056004079,0.6573447234123764
dell,Inspiron 5630 Laptop,16 Inches,"Gray, Platinum Silver",1000 GB,Intel Core i7,16.0,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 2050,,1.1 GHz,5.0,1207.99,1000.0,0.7,0.34408434853799674,1.0,0.22388059701492538,0.4575645756457564,0.7895939360422491,0.690042462948931
dell,Latitude 7440 Laptop,14 Inches,Black,256 GB,Intel Core i5,16.0,Windows 11 Pro,,Integrated,Intel Integrated Graphics,1.1 GHz,5.0,1212.99,256.0,0.5,0.34558036744468373,1.0,0.22388059701492538,0.1143911439114391,0.6678187175007642,0.5439484653859232
dell,Latitude 7340 Laptop,13.3 Inches,Black,512 GB,Intel Core i7,16.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1311.99,512.0,0.7,0.37520154179708515,1.0,0.22388059701492538,0.23247232472324722,0.7496066597520551,0.6420696396203422
dell,Latitude 3420 Laptop,14 Inches,Black,2000 GB,Intel Core i5,16.0,Windows 11 Home,,Integrated,,1.1 GHz,5.0,880.99,2000.0,0.5,0.24624471204067075,1.0,0.22388059701492538,0.9188191881918819,0.8083500552236331,0.7125442203901882
dell,Inspiron 5410 2-in-1,14 Inches,"Grey, Platinum Silver",128 GB,Intel Core i5,4.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,764.99,128.0,0.5,0.21153707340553368,1.0,0.04477611940298507,0.055350553505535055,0.6499503922253205,0.5225117962465744
dell,Latitude 3520 Laptop,15.6 Inches,Black,512 GB,Intel Core i5,16.0,Windows 10 Home,,Integrated,,1.1 GHz,5.0,921.16,512.0,0.5,0.2582637279369936,1.0,0.22388059701492538,0.23247232472324722,0.7029942225240734,0.586148596140788
dell,Vostro 3510 Laptop,15.6 Inches,Black,512 GB,Intel Core i5,16.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,802.99,512.0,0.5,0.22290681709635446,1.0,0.22388059701492538,0.23247232472324722,0.7100656046922011,0.5946321488833817
dell,Latitude 5420 Laptop,14 Inches,Black,1000 GB,Intel Core i5,32.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1267.99,1000.0,0.5,0.3620365754182401,1.0,0.4626865671641791,0.4575645756457564,0.7637646846960513,0.6590550532902062
dell,Precision 3580 Laptop,15.6 Inches,Silver,256 GB,Intel Core i7,16.0,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX A500,,1.1 GHz,5.0,1783.99,256.0,0.7,0.5164257265883326,1.0,0.22388059701492538,0.1143911439114391,0.7036496456720345,0.5869349087331841
dell,Latitude 7330 Laptop,13.3 Inches,Black,512 GB,Intel Core i7,16.0,Windows 11 Pro,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,844.58,512.0,0.7,0.23535070236217645,1.0,0.22388059701492538,0.23247232472324722,0.7775768276390369,0.6756255115625929
dell,Alienware m18 Laptop,18 Inches,Black,4000 GB,Intel Core i9,64.0,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4090,,1.1 GHz,5.0,3400.1937500000004,2176.0,0.9,1.0,1.0,0.9402985074626865,1.0,0.9530597014925373,0.8861527013484947
asus,TUF Dash 15,15.6 Inches,Eclipse Gray,1 TB,Intel Core i7,16.0,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,,1.1 GHz,5.0,1179.0,1024.0,0.7,0.3354104309170259,1.0,0.22388059701492538,0.46863468634686345,0.7929892361716093,0.6941158119830404
dell,Alienware X16 Laptop,16 Inches,Silver,1000 GB,Intel Core i7,16.0,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,1.1 GHz,5.0,2806.99,1000.0,0.7,0.822511194896481,1.0,0.22388059701492538,0.4575645756457564,0.6939085667705522,0.5752485149468376
dell,Inspiron 3511 Laptop,15.6 Inches,Black,1000 GB,Intel Core i5,64.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,809.99,1000.0,0.5,0.22500124356571616,1.0,0.9402985074626865,0.4575645756457564,0.8866941391262577,0.806533790187979
dell,Inspiron 3511 Laptop,15.6 Inches,Black,128 GB,Intel Core i5,16.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,633.99,128.0,0.5,0.17234137805033578,1.0,0.22388059701492538,0.055350553505535055,0.6936104268187482,0.5748908357908158
dell,Inspiron 5630 Laptop,16 Inches,"Gray, Platinum Silver",512 GB,Intel Core i7,16.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1043.99,512.0,0.7,0.29501492839866506,1.0,0.22388059701492538,0.23247232472324722,0.7656439824317391,0.6613096509177538
lenovo,ThinkPad T16 Gen 1,16 Inches,Thunder Black,1 TB,Intel Core i7,16.0,Windows 10 Pro,"Fingerprint Reader, TrackPoint, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Integrated,,1.1 GHz,5.0,1839.0,1024.0,0.7,0.5328849265997023,1.0,0.22388059701492538,0.46863468634686345,0.7534943370350741,0.646733694608818
dell,Latitude 5420 Laptop,14 Inches,Black,256 GB,Intel Core i5,16.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,764.99,256.0,0.5,0.21153707340553368,1.0,0.22388059701492538,0.1143911439114391,0.6946273763085942,0.5761108723308499
dell,Latitude 7420 2-in-1,14 Inches,Black,256 GB,Intel Core i5,8.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1733.99,256.0,0.5,0.5014655375214632,1.0,0.1044776119402985,0.1143911439114391,0.6127610864704829,0.4778957043241749
dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,512 GB,Intel Core i7,16.0,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,1.1 GHz,5.0,2385.99,512.0,0.7,0.6965464029534404,1.0,0.22388059701492538,0.23247232472324722,0.6853376875207841,0.564966012256835
dell,Latitude 5440 Laptop,14 Inches,Black,512 GB,Intel Core i7,32.0,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce MX550,,1.1 GHz,5.0,1708.99,512.0,0.7,0.49398544298802843,1.0,0.4626865671641791,0.23247232472324722,0.7736110735437173,0.6708677876506481
asus,TUF Gaming A17,17.3 Inches,Graphite Black,1 TB,Ryzen 5,16.0,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,1.1 GHz,5.0,1049.0,1024.0,0.6,0.2965139393431654,1.0,0.22388059701492538,0.46863468634686345,0.7657685344863816,0.6614590762916956
lenovo,IdeaPad 3 81X8,15.6 Inches,Almond,1 TB,Intel Core i3,12.0,Windows 10 Home,"Fingerprint Reader, HD Audio, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,,1.1 GHz,5.0,589.0,1024.0,0.3,0.15888019992796668,1.0,0.16417910447761194,0.46863468634686345,0.6763549838619586,0.554189442917363
dell,XPS 9320 Laptop,13.4 Inches,Platinum,512 GB,Intel Core i7,32.0,Windows 11 Pro,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1720.95,512.0,0.7,0.49756392021282364,1.0,0.4626865671641791,0.23247232472324722,0.7728953780987582,0.6700091662509577
dell,Inspiron 15 3525,15.6 Inches,Platinum Silver,2 TB,Ryzen 7,24.0,Windows 11 Pro,"Fingerprint Reader, HD Audio, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,,1.1 GHz,5.0,1269.0,2048.0,0.8,0.36233877123739083,1.0,0.34328358208955223,0.940959409594096,0.9173328736095467,0.8432911473460809
dell,Precision 7780 Laptop,17 Inches,Silver,32 GB,Intel Core i9,68.0,Windows 11 Pro,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,3400.1937500000004,32.0,0.9,1.0,1.0,1.0,0.01107011070110701,0.8166605166051661,0.7225142991908069
dell,Alienware x14 R2 Laptop,14 Inches,Silver,4000 GB,Intel Core i7,32.0,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4060,,1.1 GHz,5.0,2620.99,2176.0,0.7,0.7668592915677267,1.0,0.4626865671641791,1.0,0.8341654551192905,0.7435150124332297
dell,Precision 3581 Laptop,15.6 Inches,Silver,256 GB,Intel Core i5,16.0,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX A500,,1.1 GHz,5.0,1576.99,256.0,0.5,0.4544905438514931,1.0,0.22388059701492538,0.1143911439114391,0.6460366822194022,0.5178165097431702
dell,Latitude 5530 Laptop,15.6 Inches,Black,256 GB,Intel Core i7,16.0,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce MX250,,1.1 GHz,5.0,1929.99,256.0,0.7,0.5601094786635913,1.0,0.22388059701492538,0.1143911439114391,0.6949128952569827,0.5764534100413108
dell,Latitude 5440 Laptop,14 Inches,Black,512 GB,Intel Core i7,8.0,Windows 11 Pro,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1204.99,512.0,0.7,0.3431867371939846,1.0,0.1044776119402985,0.23247232472324722,0.7321290236577498,0.6211016811510359
dell,Precision 5770 Laptop,17 Inches,Silver,1000 GB,Intel Core i7,32.0,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A3000,,1.1 GHz,5.0,3212.99,1000.0,0.7,0.9439879301194607,1.0,0.4626865671641791,0.4575645756457564,0.7173744137558071,0.6034005431947675
dell,Precision 7780 Laptop,17 Inches,Silver,1000 GB,Intel Core i9,64.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,3378.36,1000.0,0.9,0.9934672594392246,1.0,0.9402985074626865,0.4575645756457564,0.8730009359515558,0.7901060242172435
dell,Precision 7770 Laptop,17.3 Inches,Silver,256 GB,Intel Core i7,32.0,Windows 11 Home,Wifi & Bluetooth,Nvidia RTX A3000,,1.1 GHz,5.0,2792.78,256.0,0.7,0.8182595091636768,1.0,0.4626865671641791,0.1143911439114391,0.6910440831868162,0.5718119876901935
dell,Precision 3480 Laptop,14 Inches,Silver,256 GB,Intel Core i7,16.0,Windows 10 Pro,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1008.94,256.0,0.7,0.2845278358627896,1.0,0.22388059701492538,0.1143911439114391,0.750029223817143,0.6425765906587766
dell,Alienware X17 R2 Laptop,17.3 Inches,Lunar Light,1000 GB,Intel Core i9,32.0,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3070 Ti,,1.1 GHz,5.0,2580.73,1000.0,0.9,0.7548133473310835,1.0,0.4626865671641791,0.4575645756457564,0.8252093303134825,0.7327703298021904
dell,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Intel Core i5,16.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1816.99,2000.0,0.5,0.5262994513724665,1.0,0.22388059701492538,0.9188191881918819,0.752339107357274,0.6453477630231093
dell,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Intel Core i5,32.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,640.99,512.0,0.5,0.1744358045196975,1.0,0.4626865671641791,0.23247232472324722,0.7675210012373834,0.6635615145079152
dell,Precision 3480 Laptop,14 Inches,Silver,512 GB,Intel Core i7,16.0,Windows 11 Pro,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1023.99,512.0,0.7,0.28903085277191726,1.0,0.22388059701492538,0.23247232472324722,0.7668407975570887,0.6627454726563666
dell,Latitude 5320 Laptop,13.3 Inches,Black,256 GB,Intel Core i5,8.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,730.99,256.0,0.5,0.2013641448400625,1.0,0.1044776119402985,0.1143911439114391,0.672781365006763,0.5499021645156068
dell,Latitude 7420 Laptop,14 Inches,Black,1000 GB,Intel Core i7,32.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1493.99,1000.0,0.7,0.42965663000048987,1.0,0.4626865671641791,0.4575645756457564,0.8202406737796013,0.7268094216285377
dell,Latitude 3520 Laptop,15.6 Inches,Black,512 GB,Intel Core i7,32.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1667.99,512.0,0.7,0.4817180879531955,1.0,0.4626865671641791,0.23247232472324722,0.7760645445506839,0.6738112222148045
dell,XPS 9510 Laptop,15.6 Inches,Platinum Silver,4000 GB,Intel Core i7,16.0,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,1.1 GHz,5.0,3400.1937500000004,2176.0,0.7,1.0,1.0,0.22388059701492538,1.0,0.739776119402985,0.630275918738529
dell,Latitude 5520 Laptop,15.6 Inches,Black,1000 GB,Intel Core i7,64.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,2616.99,1000.0,0.7,0.7656624764423772,1.0,0.9402985074626865,0.4575645756457564,0.8485618925509254,0.7607864500889687
dell,Inspiron 3511 Laptop,15.6 Inches,Black,256 GB,Intel Core i5,32.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,672.99,256.0,0.5,0.18401032552249394,1.0,0.4626865671641791,0.1143911439114391,0.7478939199150529,0.6400148618702386
dell,Alienware m16 R1,16 Inches,Dark Metallic Moon,4 TB,Intel Core i7,64.0,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",Dedicated,,1.1 GHz,5.0,2699.0,2176.0,0.7,0.7902001785498565,1.0,0.9402985074626865,1.0,0.925019665782566,0.8525130088253099
